image_id,split,label
frame16000_jpg.rf.b52ad40a52cc194ad53f9be3cb3de99f.jpg,train,Wet
screenshot_2025-05-29_11-35-51_png_jpg.rf.a071ad1afc413ae4f1ff86cbe66914a6.jpg,train,Wet
screenshot_2025-05-29_10-53-24_png_jpg.rf.3b9dbacaa264a73d4236c464fd2a89bf.jpg,train,Wet
screenshot_2025-05-29_12-07-08_png_jpg.rf.6d517f10253d22f18e0bfb14a158c38e.jpg,train,Wet
screenshot_2025-05-29_11-09-26_png_jpg.rf.687f415bce913cbbec4865966cb08882.jpg,train,Wet
screenshot_2025-05-29_09-40-43_png_jpg.rf.3b3061d9802ce82788613fb760752c39.jpg,train,Wet
frame7000_jpg.rf.f4fe899f72fe0b3c6414f7d7318165c4.jpg,train,Wet
screenshot_2025-05-29_11-15-22_png_jpg.rf.f41c6b5c6c7ad119c9bf41f0e99a261d.jpg,train,Wet
screenshot_2025-05-29_11-02-01_png_jpg.rf.2b0778f7c78b29f399265d766b2906aa.jpg,train,Wet
screenshot_2025-06-04_11-54-08_png_jpg.rf.f6dbe9accc50d1d97c8ae76aeee80776.jpg,train,Wet
screenshot_2025-05-29_11-01-27_png_jpg.rf.9da47e38e1aff56b0d22c03b0adb8167.jpg,train,Wet
Test_Image_90505_jpg.rf.e238fc25b50554af77ada7a34576e6e5.jpg,train,Wet
Test_Image_47705_jpg.rf.b67611fd7d246cd9708650749e3dbd8c.jpg,train,Wet
screenshot_2025-05-29_10-58-34_png_jpg.rf.46c0965dd471c2acc04ecfc59129a466.jpg,train,Wet
screenshot_2025-05-29_10-54-07_png_jpg.rf.d63e92cdf6c7674c5991d429f1704bea.jpg,train,Wet
screenshot_2025-05-29_10-57-49_png_jpg.rf.0d695b9c3f1341bde84771df3e85e4dc.jpg,train,Wet
screenshot_2025-05-29_11-40-26_png_jpg.rf.e82bc482ef69b2bee29b271b4a11ca7c.jpg,train,Wet
frame1200_jpg.rf.678aa9e87b5029ff241bd798b40b75a4.jpg,train,Wet
frame38200_jpg.rf.d2e8f67a96f62534077fa5d7943c1f5e.jpg,train,Wet
screenshot_2025-05-29_10-56-09_png_jpg.rf.7a989cd3ddda202c09df6ac8c56e5820.jpg,train,Wet
screenshot_2025-05-29_11-01-40_png_jpg.rf.1c55af32acc17412045073ea562a6a74.jpg,train,Wet
screenshot_2025-05-29_11-42-51_png_jpg.rf.93c22fb9cb1a378e66c77b2abb95e8e7.jpg,train,Wet
frame14800_jpg.rf.68413f57f0cad551f9bec8639d241f42.jpg,train,Wet
screenshot_2025-05-29_11-52-19_png_jpg.rf.6477406a6377e2d20433360efcf76162.jpg,train,Wet
screenshot_2025-05-29_12-14-39_png_jpg.rf.42e4a9319a967991b641634d3edda150.jpg,train,Wet
screenshot_2025-05-29_12-12-32_png_jpg.rf.2cf45105311b199ad1fc1773d71a3d51.jpg,train,Wet
screenshot_2025-05-29_11-04-45_png_jpg.rf.dc8d8153a6649b25c97abda46467a746.jpg,train,Wet
screenshot_2025-05-29_11-26-16_png_jpg.rf.8907860baa09235e5020775e0dd56e10.jpg,train,Wet
frame48200_jpg.rf.ea3252be015c34ce94226c655d4f99e2.jpg,train,Wet
screenshot_2025-05-29_11-06-02_png_jpg.rf.9f2aea379ef0d1be01dcb2925ab8fe12.jpg,train,Wet
screenshot_2025-05-29_11-35-59_png_jpg.rf.4ae6ec157b08b81d73a3992c173c7652.jpg,train,Wet
screenshot_2025-05-29_11-51-03_png_jpg.rf.19ffc2c8b352cd2e7ae11387818a74e7.jpg,train,Wet
screenshot_2025-05-29_10-50-44_png_jpg.rf.ebdda48c556fbf39287d6da682baf12a.jpg,train,Wet
frame66600_jpg.rf.2efe538246cd64e3d1788b51e54e1668.jpg,train,Wet
screenshot_2025-05-29_11-38-00_png_jpg.rf.529b7f036411b58f277b6993e1fbf39d.jpg,train,Wet
Test_Image_46010_jpg.rf.ee2fb625f5f78e71ce7ad6cdbb474d9d.jpg,train,Wet
screenshot_2025-05-29_10-48-59_png_jpg.rf.e9c642634f63db13e24672a7de45d570.jpg,train,Wet
frame18600_jpg.rf.de0b6d0e095844c1cbef61770fdac5a5.jpg,train,Wet
Test_Image_48170_jpg.rf.a6355afe984e93c63f1ccfa142c057d4.jpg,train,Wet
frame4600_jpg.rf.cf4f751769bfe258c20a98240a5fc271.jpg,train,Wet
screenshot_2025-05-29_11-04-34_png_jpg.rf.3bc8828d4988f263aee3a09e9a372532.jpg,train,Wet
screenshot_2025-05-29_11-50-59_png_jpg.rf.117ba013f0e80e5659300debce8f02fb.jpg,train,Wet
screenshot_2025-05-29_10-53-28_png_jpg.rf.a48d2158e1defd00e9dccba25d3a8f9b.jpg,train,Wet
screenshot_2025-05-29_11-38-39_png_jpg.rf.9288e3cbe5a26123d50f3c17d4d9f6da.jpg,train,Wet
screenshot_2025-05-29_11-00-52_png_jpg.rf.13662445186f0ab5fa2b6ae66da7168f.jpg,train,Wet
screenshot_2025-05-29_11-56-45_png_jpg.rf.6ddf9c0c933a4bc8cbae0cc905fedd16.jpg,train,Wet
Test_Image_48375_jpg.rf.71bee0f98e5a66def2bd0135ec4e4703.jpg,train,Wet
Test_Image_89455_jpg.rf.32dd41881143a90a730c224a17e8f7c2.jpg,train,Wet
frame41400_jpg.rf.ff82eac9acda5554e977d49f1f012420.jpg,train,Wet
screenshot_2025-05-29_11-55-44_png_jpg.rf.f06b39fe52c9a5ffdb12a9ef8d497760.jpg,train,Wet
screenshot_2025-06-04_12-26-03_png_jpg.rf.0013d73cfb6f739e3bcc4aaa79739134.jpg,train,Wet
frame26600_jpg.rf.eed03d3088e2c43ba4992f58bf45739f.jpg,train,Wet
screenshot_2025-05-29_11-10-34_png_jpg.rf.52a6f3f37f4cfa0aa19003812a51283c.jpg,train,Wet
screenshot_2025-05-29_09-21-06_png_jpg.rf.c5550962674335903821c2f41624fc43.jpg,train,Wet
screenshot_2025-05-29_11-16-10_png_jpg.rf.a81bbdcb32837e7e3b5c54a1d5d9f618.jpg,train,Wet
screenshot_2025-05-29_11-39-55_png_jpg.rf.6200a5321816024366bd1381eb4038b8.jpg,train,Wet
screenshot_2025-05-29_11-55-16_png_jpg.rf.bde6006fc8f50c56002137ed6a91e4ac.jpg,train,Wet
Test_Image_61940_jpg.rf.a97187880a50fa191548b4f1efb671cd.jpg,train,Wet
frame4200_jpg.rf.e6be9638e5cc9c03ff5762f31e31532f.jpg,train,Wet
screenshot_2025-05-29_11-10-01_png_jpg.rf.9468da47262eb73e32997f7716a289d4.jpg,train,Wet
screenshot_2025-05-29_11-15-26_png_jpg.rf.bf5b05c0df45fd1f64967c22dfbaeba6.jpg,train,Wet
screenshot_2025-05-29_10-47-28_png_jpg.rf.3891612b5855be4bc744a214f73e83e0.jpg,train,Wet
frame20800_jpg.rf.aaf83dfd82736dbc6c89964547859fc7.jpg,train,Wet
screenshot_2025-05-29_10-52-04_png_jpg.rf.e02716dd925a7f9cb73ffdfbdb456434.jpg,train,Wet
screenshot_2025-05-29_11-38-47_png_jpg.rf.390b769aecc9c7306b790ec873599854.jpg,train,Wet
screenshot_2025-05-29_10-49-07_png_jpg.rf.faf787354f30f1cf8eda8a6017ff03d9.jpg,train,Wet
Test_Image_61525_jpg.rf.6011756232058cf747c7895d945913d8.jpg,train,Wet
screenshot_2025-05-29_11-54-45_png_jpg.rf.82c6157b9c98a15bc15147a693705bbe.jpg,train,Wet
screenshot_2025-05-29_12-00-48_png_jpg.rf.d9f1298c4f43df865470291a8a176836.jpg,train,Wet
frame600_jpg.rf.322aa31cd3edc3df8a82e72463ca6eb0.jpg,train,Wet
screenshot_2025-05-29_11-26-50_png_jpg.rf.c14ca22ed4d7ac6109468213599bead8.jpg,train,Wet
screenshot_2025-05-29_11-05-39_png_jpg.rf.00d21bffb4ba7c9d969444d01194e039.jpg,train,Wet
screenshot_2025-06-04_12-24-50_png_jpg.rf.02361ccc0ae9e545a6cbb399a32c147e.jpg,train,Wet
screenshot_2025-06-04_11-53-41_png_jpg.rf.ea9e4b220cad709eb2d0d9c9dc8b4a31.jpg,train,Wet
frame32000_jpg.rf.96b017089f377a488aa5e2b470f4d3b6.jpg,train,Wet
screenshot_2025-05-29_12-09-51_png_jpg.rf.1118503ed466e820e7767113a9d6e1b7.jpg,train,Wet
screenshot_2025-06-04_12-28-54_png_jpg.rf.d27288f8dabb01b96402753685c373be.jpg,train,Wet
screenshot_2025-05-29_12-02-20_png_jpg.rf.d18b1d905fe916707323abf0d7f6a1d1.jpg,train,Wet
screenshot_2025-05-29_10-49-30_png_jpg.rf.df587e1b77be343f09384a7babd7a928.jpg,train,Wet
screenshot_2025-05-29_11-54-57_png_jpg.rf.3b515e803b28da4175929dd8b327a596.jpg,train,Wet
screenshot_2025-05-29_11-27-19_png_jpg.rf.e67a2296fdaf7e594a276d4bf71cc833.jpg,train,Wet
screenshot_2025-05-29_11-00-27_png_jpg.rf.a0f133f55bb9715841bf3c05efb9a82d.jpg,train,Wet
screenshot_2025-05-29_11-15-50_png_jpg.rf.0a293a4b18eb4c381045a80f020a963a.jpg,train,Wet
Test_Image_91585_jpg.rf.dfae655f82f46d37dd5253c939b4a6bc.jpg,train,Wet
screenshot_2025-05-29_12-05-15_png_jpg.rf.9f4ada3cd4bf662de386220872d1427f.jpg,train,Wet
screenshot_2025-05-29_11-56-37_png_jpg.rf.89946c19eca26bfebaee5777d3fa71de.jpg,train,Wet
screenshot_2025-05-29_10-50-09_png_jpg.rf.3e1c4599f1d921d06bc7f65c8ccac476.jpg,train,Wet
Test_Image_57795_jpg.rf.c2a2080b909cdfac1fb61b3870e00ab7.jpg,train,Wet
Test_Image_59955_jpg.rf.5e23c07fc29592e5d82e04218cea90a2.jpg,train,Wet
screenshot_2025-05-29_11-03-43_png_jpg.rf.9e70c0ace60d4b6aacc58a940f998fe8.jpg,train,Wet
screenshot_2025-05-29_11-26-20_png_jpg.rf.6e447d1fd53f07a449f23d3c926070fc.jpg,train,Wet
screenshot_2025-05-29_12-11-03_png_jpg.rf.57564305f09ef69dce8a5c3f80d38e52.jpg,train,Wet
Test_Image_56305_jpg.rf.359fdc4d8bfb4ff96ab9f41b11864990.jpg,train,Wet
Test_Image_62145_jpg.rf.b09cbb1cabc28b6babd6d7577c799d29.jpg,train,Wet
screenshot_2025-05-29_11-28-48_png_jpg.rf.46826a856497233ff087211092352161.jpg,train,Wet
screenshot_2025-05-29_10-53-40_png_jpg.rf.36e2d4d1afaf9de5645b424eda9e6e57.jpg,train,Wet
frame76400_jpg.rf.e6cf7c0c59e8034a5ae0f8a4ae586876.jpg,train,Wet
screenshot_2025-05-29_11-59-15_png_jpg.rf.87fca891e4736e45c6c643b449e24309.jpg,train,Wet
screenshot_2025-05-29_10-59-51_png_jpg.rf.0640c85fc8c6dae79d813a0f7edde46a.jpg,train,Wet
screenshot_2025-05-29_11-12-10_png_jpg.rf.3c4ef6019d21255858bb172d5707e09d.jpg,train,Wet
screenshot_2025-05-29_11-50-14_png_jpg.rf.2da3c498a5a8cb82d46922970082bc19.jpg,train,Wet
screenshot_2025-05-29_11-04-26_png_jpg.rf.2f0115bd3b574a23f1f80324718f67f7.jpg,train,Wet
screenshot_2025-05-29_11-01-48_png_jpg.rf.e897b7b788b0169d962f79b1a94aa6bf.jpg,train,Wet
frame72800_jpg.rf.9f253997fdf009a6a453c1bafcaea1fd.jpg,train,Wet
screenshot_2025-05-29_11-39-47_png_jpg.rf.1e54f4eadc1330e4d4d6ca807db530e3.jpg,train,Wet
screenshot_2025-05-29_10-56-20_png_jpg.rf.47bcf8da4ec2eb3fe7a20181d34a17d8.jpg,train,Wet
frame36400_jpg.rf.101241c82cd10d32a3905551dcc9c7c2.jpg,train,Wet
frame21000_jpg.rf.8f2cfc997d2f62e18d109327a4cccffd.jpg,train,Wet
screenshot_2025-06-04_12-30-45_png_jpg.rf.6df1e9052add30206e81eafa0e1e23f8.jpg,train,Wet
Test_Image_71635_jpg.rf.82492ff1c017e2a9ad841421708ba5a4.jpg,train,Wet
screenshot_2025-05-29_11-02-29_png_jpg.rf.f31a06bc6c695d9aceb7f9378fb56fc6.jpg,train,Wet
screenshot_2025-05-29_12-09-00_png_jpg.rf.c882c7e0a4280a47cd34d74d075471e8.jpg,train,Wet
Test_Image_71855_jpg.rf.01cdd29b63bd1bc55ad24119fcaef11a.jpg,train,Wet
frame31800_jpg.rf.3fb943a3fc607fd05a160e4e5f353421.jpg,train,Wet
screenshot_2025-05-29_11-13-45_png_jpg.rf.5395ae0160527e15766d36939cb497ad.jpg,train,Wet
Test_Image_65780_jpg.rf.efb57cba1ce53627508f1fba05af8b03.jpg,train,Wet
frame400_jpg.rf.1a38f30c77df2f724c5fbf63bb5ba314.jpg,train,Wet
screenshot_2025-05-29_11-36-03_png_jpg.rf.0346f441c6c812020a3ed44bce262be8.jpg,train,Wet
screenshot_2025-05-29_11-10-53_png_jpg.rf.7dc3755a6a1cecc085b770e4cf15039c.jpg,train,Wet
screenshot_2025-05-29_11-39-17_png_jpg.rf.60c5342a35034d4fd320afb861b0d8ec.jpg,train,Wet
screenshot_2025-05-29_10-49-47_png_jpg.rf.77a6c5887a1856f3963c75c62cdd5131.jpg,train,Wet
screenshot_2025-05-29_11-48-06_png_jpg.rf.5c4d4ccdb44a5ece8299b5f25fae48cf.jpg,train,Wet
screenshot_2025-05-29_11-49-44_png_jpg.rf.d4cb8c7a8e0120501f75884e59f2cf8d.jpg,train,Wet
frame36800_jpg.rf.4f424a6dd61fe4cd806d7f366374ca52.jpg,train,Wet
screenshot_2025-05-29_11-59-35_png_jpg.rf.8b721898a365afa9cad438f941644292.jpg,train,Wet
screenshot_2025-05-29_10-55-07_png_jpg.rf.21376e007244b38a360a1b100f917902.jpg,train,Wet
frame43200_jpg.rf.e58b5c340ce6590d693b6ff3650a7b51.jpg,train,Wet
screenshot_2025-05-29_12-01-24_png_jpg.rf.a8e67b6b9b1b5016017e75b76f48cd19.jpg,train,Wet
screenshot_2025-05-29_12-02-07_png_jpg.rf.3b66da0d334ca697316053ed5cb302f9.jpg,train,Wet
frame49200_jpg.rf.0bbd473b94465112dcf635839f5fec94.jpg,train,Wet
frame41200_jpg.rf.4f0ebd8bcfb3a3b6c215d73a156b67ff.jpg,train,Wet
screenshot_2025-05-29_11-59-03_png_jpg.rf.3a01052fd128bbc288b13712c9f95452.jpg,train,Wet
screenshot_2025-05-29_11-00-14_png_jpg.rf.bf45d72411d2d836a19ebb004fc561d4.jpg,train,Wet
screenshot_2025-05-29_10-51-24_png_jpg.rf.2a9b15f1dde043e90a66bba0648acfca.jpg,train,Wet
Test_Image_51110_jpg.rf.aa66d5bdff0b7a8918fec9d24da5790b.jpg,train,Wet
screenshot_2025-05-29_11-10-49_png_jpg.rf.615f6b79a6e1db027559e511df6e4995.jpg,train,Wet
frame34800_jpg.rf.5be999aa5ea0deed21fad00f4821edb4.jpg,train,Wet
screenshot_2025-05-29_11-06-30_png_jpg.rf.6ddd47a81bafcf60bc5db0f74dd4294f.jpg,train,Wet
screenshot_2025-05-29_10-47-13_png_jpg.rf.e339cd9676ec5a9830ca0e71c807502a.jpg,train,Wet
frame28800_jpg.rf.6e48e3ca68142f98e86f7666072ed001.jpg,train,Wet
screenshot_2025-05-29_11-56-12_png_jpg.rf.1d6c9ee1239993ca2ba95734fdd20c66.jpg,train,Wet
screenshot_2025-05-29_12-12-29_png_jpg.rf.6202f423fee61896fb8a8aae8e6b5e1f.jpg,train,Wet
screenshot_2025-05-29_12-13-07_png_jpg.rf.d745d8d24ede0d55e16e8daf7368eb0c.jpg,train,Wet
screenshot_2025-05-29_11-36-23_png_jpg.rf.e78dcd9c78b5f7c9cc5997ae9f1ce725.jpg,train,Wet
screenshot_2025-05-29_12-06-18_png_jpg.rf.0deeffce1b2e7abc1bb644c7fba4627b.jpg,train,Wet
Test_Image_61315_jpg.rf.f265a37dc26e8ec48b7f7eb2135d9130.jpg,train,Wet
Test_Image_49220_jpg.rf.3d1c8df3b420b56b8346524454ffa75f.jpg,train,Wet
screenshot_2025-05-29_11-04-49_png_jpg.rf.7ff3c5f1e4fd2958681cfcbb3b4a7327.jpg,train,Wet
screenshot_2025-05-29_10-47-39_png_jpg.rf.a8fa76378c0fa9dc55fa7afce9502fa3.jpg,train,Wet
screenshot_2025-05-29_11-50-06_png_jpg.rf.48f3f6fbd1a044f359b95de6136a2917.jpg,train,Wet
screenshot_2025-05-29_09-02-02_png_jpg.rf.eb6aeccdfd8f2da5d5ed510a4c52674e.jpg,train,Wet
screenshot_2025-05-29_11-03-28_png_jpg.rf.1341ead2ea1cf6a8029b2aa7ba8cad88.jpg,train,Wet
screenshot_2025-05-29_12-10-06_png_jpg.rf.06b534b0a4355b84c0384d223b720a15.jpg,train,Wet
screenshot_2025-05-29_10-55-54_png_jpg.rf.a78030eb1d9cd0b1c9bf5dbe329765fa.jpg,train,Wet
screenshot_2025-05-29_10-58-38_png_jpg.rf.995210f1b5ac02daffa1f763d9657660.jpg,train,Wet
screenshot_2025-05-29_09-23-52_png_jpg.rf.8ff0c41286b7f83507bdd08e05727492.jpg,train,Wet
screenshot_2025-05-29_11-57-50_png_jpg.rf.4807a11042026c05dd48dbb918bc63c0.jpg,train,Wet
screenshot_2025-05-29_12-04-44_png_jpg.rf.eb7f2b9134ef803795ba376045ee6882.jpg,train,Wet
screenshot_2025-06-04_11-37-25_png_jpg.rf.28ecb3ca127f5edf338036165833b2a5.jpg,train,Wet
screenshot_2025-05-29_12-13-26_png_jpg.rf.0653f8270ca5343534a7a282dddd8df0.jpg,train,Wet
Test_Image_75600_jpg.rf.224f2d0fe6cab6a38b46fc3205d2786a.jpg,train,Wet
Test_Image_61105_jpg.rf.fb3a78a361b15725985f68eaf37bdd70.jpg,train,Wet
screenshot_2025-05-29_12-13-11_png_jpg.rf.94c19d08d348bae06d3ce7350c60f516.jpg,train,Wet
screenshot_2025-05-29_10-56-47_png_jpg.rf.d51f2bdf25e3aa586edc720467085042.jpg,train,Wet
screenshot_2025-05-29_09-25-34_png_jpg.rf.59ff37a65231f14d6aa038726eb7133b.jpg,train,Wet
screenshot_2025-05-29_11-36-11_png_jpg.rf.8e68b21ca61b14fa6078a253961b429a.jpg,train,Wet
screenshot_2025-06-04_11-38-30_png_jpg.rf.9bf3cbc3ad581dcf0e48d1e0c8f39c20.jpg,train,Wet
screenshot_2025-05-29_11-35-48_png_jpg.rf.021135318f763b331cc8e9c7e11a832e.jpg,train,Wet
Test_Image_67055_jpg.rf.d5db518105dc54b8b991ff0cbc631ae9.jpg,train,Wet
Test_Image_87765_jpg.rf.33d5b1413d06df0ddfb93efe9b1851a9.jpg,train,Wet
frame57200_jpg.rf.1921bde09df0f86c4a5c889ee8ad8ace.jpg,train,Wet
screenshot_2025-05-29_10-58-45_png_jpg.rf.a44ab0d1d285d58e80b34992211c9cf5.jpg,train,Wet
screenshot_2025-05-29_11-39-02_png_jpg.rf.40ce706f76717fc4a20d2b58340d0e0a.jpg,train,Wet
frame47800_jpg.rf.5090ca91f6e2c6f0cf1361c6ea13170e.jpg,train,Wet
screenshot_2025-05-29_11-48-21_png_jpg.rf.ebd080ca9a7e988adcba40f085b77b76.jpg,train,Wet
Test_Image_66430_jpg.rf.7177586d74ab73a15c8f31b7c1623e48.jpg,train,Wet
screenshot_2025-05-29_11-37-06_png_jpg.rf.b1ae9ade3066a9428d72ccfc19f062be.jpg,train,Wet
screenshot_2025-05-29_11-54-14_png_jpg.rf.988bdbd25d8211ea15540ef0f7a07e28.jpg,train,Wet
screenshot_2025-05-29_11-55-05_png_jpg.rf.cbc0d80b289d901f49e3ebf7eefdd8dd.jpg,train,Wet
frame14800_jpg.rf.d3f885b6964516b765386b2d174d31cd.jpg,train,Wet
frame7400_jpg.rf.70e71f3cbc82ca6a8f37bfa812f60c63.jpg,train,Wet
screenshot_2025-05-29_11-49-20_png_jpg.rf.2007ce02ee6cba2fc297551697e4678b.jpg,train,Wet
screenshot_2025-05-29_12-09-55_png_jpg.rf.7182a610f01957820b6bb3124a8b151b.jpg,train,Wet
frame18200_jpg.rf.5ee55d6da17e5bbb4e839237bd3c0fdc.jpg,train,Wet
screenshot_2025-05-29_10-59-20_png_jpg.rf.1c43dbb5d7023cd41eea572272d96af4.jpg,train,Wet
screenshot_2025-05-29_12-11-11_png_jpg.rf.9b6ecaf2be409edf0a3b4488b3419b74.jpg,train,Wet
frame44800_jpg.rf.8bbdd849695dd6ad1e25a6d29a1302ab.jpg,train,Wet
Test_Image_46420_jpg.rf.c0ea3696d513e1fb5c81cc359b16e585.jpg,train,Wet
screenshot_2025-05-29_11-12-49_png_jpg.rf.4901408477879c30e117eedae9376845.jpg,train,Wet
screenshot_2025-06-04_12-24-54_png_jpg.rf.5d892ca3b7b5566791e45a16e2fa95e1.jpg,train,Wet
screenshot_2025-06-04_11-56-15_png_jpg.rf.fb408edaaf219c0d1ba25279fb8685d9.jpg,train,Wet
frame33400_jpg.rf.ba19321b77a96ca0ab64b1ff1b61cd5c.jpg,train,Wet
screenshot_2025-05-29_12-07-45_png_jpg.rf.b2809b90dc42284c8c77cf2cb40d059f.jpg,train,Wet
screenshot_2025-05-29_10-56-05_png_jpg.rf.68f74852cf147c223987aa5ab975002c.jpg,train,Wet
screenshot_2025-05-29_11-55-01_png_jpg.rf.08ea896120ca09aada7ef45b278d8d6a.jpg,train,Wet
screenshot_2025-05-29_11-05-07_png_jpg.rf.a88cf6eee2a3f172444338fb218797a4.jpg,train,Wet
screenshot_2025-05-29_11-26-24_png_jpg.rf.4d7a8e8f3321d1f01e8f72392c9d440d.jpg,train,Wet
screenshot_2025-05-29_12-13-19_png_jpg.rf.c60e44ba6f31db860429d8713c556c6b.jpg,train,Wet
screenshot_2025-05-29_10-58-16_png_jpg.rf.8e8f43199db5eff01c301072ce783612.jpg,train,Wet
screenshot_2025-05-29_10-59-35_png_jpg.rf.c63dcc61cbca4334f82140c4b0baa9bb.jpg,train,Wet
screenshot_2025-05-29_11-58-28_png_jpg.rf.ae6030ec818a526215f8fc5063225d1d.jpg,train,Wet
Test_Image_54565_jpg.rf.1a1eb7579eec0259a3dae2faab4d27fc.jpg,train,Wet
screenshot_2025-05-29_11-27-15_png_jpg.rf.5e6547ac15f1c75c36d162e1bbe7fcf1.jpg,train,Wet
screenshot_2025-05-29_12-00-24_png_jpg.rf.4905dda882e667c286985055172b627b.jpg,train,Wet
screenshot_2025-05-29_11-33-27_png_jpg.rf.c7fa9a4ec3a408a7b208da35bf112e3b.jpg,train,Wet
frame15200_jpg.rf.0ddb405325a99b9b435bb7f16e632d60.jpg,train,Wet
frame5400_jpg.rf.48ffb235f0d7f15b1fd5ca9a1debca42.jpg,train,Wet
screenshot_2025-05-29_11-38-58_png_jpg.rf.5f1698e46927493f021cd662dd6b6cb3.jpg,train,Wet
frame4600_jpg.rf.a3f27e06283a7f1fbfed1daf7c3f47b1.jpg,train,Wet
screenshot_2025-05-29_11-35-04_png_jpg.rf.6778a07cef2b43facec326a296f4d03b.jpg,train,Wet
frame35000_jpg.rf.0131b47c0dc16fd8788f0a6f0043338d.jpg,train,Wet
screenshot_2025-05-29_10-55-50_png_jpg.rf.b7db7be7296872a3c7b83838b35cee3d.jpg,train,Wet
frame57800_jpg.rf.448f828a11d6913996a0b04de04295b6.jpg,train,Wet
frame32000_jpg.rf.6fbfe264333880b9e9dfd9aa2d6e610d.jpg,train,Wet
screenshot_2025-05-29_11-07-40_png_jpg.rf.4c754044ad29c736ee1745c84c57ef92.jpg,train,Wet
screenshot_2025-05-29_10-59-05_png_jpg.rf.ec700a933d773c81b91cfdf75967f9a4.jpg,train,Wet
screenshot_2025-05-29_10-57-56_png_jpg.rf.68f8092b939edb14b6f0565d4179d53e.jpg,train,Wet
Test_Image_50065_jpg.rf.5732f17471172d85f4ca0f4caf6ec297.jpg,train,Wet
screenshot_2025-05-29_11-14-16_png_jpg.rf.47c0aed342a342c19a11e2733c42c013.jpg,train,Wet
